Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index)
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),8
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),71
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),140
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),118
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),62
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),415
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),10
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),86
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),136
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),122
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),61
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),359
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),3
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),35
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),149
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),111
Bus - StL Bus Index,Origin,N/A,27053106400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),62
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1831
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),99
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),398
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),513
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),476
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),344
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1808
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),68
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),476
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),508
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),451
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),303
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1637
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),162
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),146
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),507
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),476
Bus - StL Bus Index,Origin,N/A,27053106700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),347
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1710
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),46
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),276
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),605
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),506
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),278
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1689
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),39
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),325
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),580
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),493
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),253
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1597
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),54
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),146
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),620
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),511
Bus - StL Bus Index,Origin,N/A,27053106900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),265
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1107
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),52
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),139
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),359
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),316
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),240
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1014
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),45
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),162
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),317
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),282
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),208
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1203
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),69
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),73
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),431
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),376
Bus - StL Bus Index,Origin,N/A,27053107000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),254
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1358
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),36
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),138
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),477
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),476
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),231
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1348
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),28
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),158
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),455
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),497
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),209
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1232
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),59
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),67
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),461
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),400
Bus - StL Bus Index,Origin,N/A,27053107400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),245
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),695
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),41
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),115
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),240
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),203
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),96
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),765
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),141
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),251
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),250
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),91
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),475
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),62
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),49
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),184
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),96
Bus - StL Bus Index,Origin,N/A,27053107500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),83
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1831
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),61
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),329
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),552
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),631
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),257
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1916
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),54
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),421
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),560
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),679
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),202
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1441
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),61
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),125
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),471
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),487
Bus - StL Bus Index,Origin,N/A,27053125600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),297
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3282
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),105
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),417
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1123
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1173
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),464
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3532
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),101
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),465
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1183
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1321
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),463
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2504
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),107
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),266
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),906
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),811
Bus - StL Bus Index,Origin,N/A,27053125800,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),413
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2173
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),71
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),286
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),728
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),733
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),354
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2170
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),73
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),336
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),703
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),729
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),330
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1997
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),69
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),157
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),746
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),662
Bus - StL Bus Index,Origin,N/A,27053125900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),364
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3415
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),112
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),484
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1148
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1196
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),475
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3649
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),91
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),555
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1197
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1363
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),443
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2502
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),156
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),290
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),891
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),742
Bus - StL Bus Index,Origin,N/A,27053126000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),423
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1645
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),81
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),253
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),459
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),623
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),229
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1796
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),60
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),276
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),486
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),751
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),223
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1120
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),125
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),155
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),337
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),301
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),202
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),15387
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),991
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1654
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),3843
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),6418
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2479
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),17024
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),639
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),1964
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4195
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),7964
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),2263
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),10449
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1831
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),875
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2589
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),2730
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2424
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2750
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),176
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),496
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),870
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),750
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),458
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2925
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),136
