Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index)
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),7
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),70
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),217
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),267
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),106
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),678
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),30
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),47
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),280
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),220
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),101
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),802
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),29
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),76
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),190
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),295
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),213
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),724
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),15
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),84
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),174
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),278
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),172
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),887
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),67
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),46
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),220
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),310
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),245
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),953
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),29
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),100
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),281
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),358
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),184
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),926
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),24
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),107
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),273
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),371
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),152
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),865
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),40
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),72
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),262
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),304
Bus - StL Bus Index,Destination,N/A,27053002400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),188
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),626
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),44
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),59
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),155
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),204
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),164
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),640
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),23
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),66
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),159
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),234
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),157
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),556
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),94
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),39
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),141
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),133
Bus - StL Bus Index,Destination,N/A,27053003801,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),150
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),579
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),29
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),46
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),171
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),187
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),147
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),591
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),14
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),57
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),171
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),211
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),137
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),536
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),63
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),31
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),170
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),125
Bus - StL Bus Index,Destination,N/A,27053003802,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),146
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1017
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),45
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),194
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),302
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),294
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),182
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1083
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),37
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),220
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),317
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),325
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),183
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),804
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),69
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),119
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),253
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),211
Bus - StL Bus Index,Destination,N/A,27053005901,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),152
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1774
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),68
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),282
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),568
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),550
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),305
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1917
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),58
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),350
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),621
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),589
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),299
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1300
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),99
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),99
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),390
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),428
Bus - StL Bus Index,Destination,N/A,27053005902,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),285
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1675
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),62
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),229
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),499
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),539
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),347
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1764
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),47
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),278
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),522
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),581
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),336
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1396
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),94
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),116
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),439
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),416
Bus - StL Bus Index,Destination,N/A,27053006800,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),331
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3683
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),204
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),411
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1089
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1183
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),797
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3511
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),128
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),446
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1060
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1209
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),668
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3665
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),386
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),268
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1072
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1082
Bus - StL Bus Index,Destination,N/A,27053007700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),856
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),968
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),44
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),87
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),326
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),335
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),176
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),946
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),36
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),100
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),309
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),330
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),172
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),909
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),52
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),65
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),330
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),291
Bus - StL Bus Index,Destination,N/A,27053007801,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),172
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1343
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),75
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),96
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),364
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),498
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),310
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1276
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),42
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),96
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),349
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),519
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),269
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1357
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),152
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),68
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),371
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),443
Bus - StL Bus Index,Destination,N/A,27053008100,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),322
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1626
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),82
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),162
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),530
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),563
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),289
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1610
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),58
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),171
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),509
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),607
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),266
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1469
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),129
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),93
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),539
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),411
Bus - StL Bus Index,Destination,N/A,27053008200,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),297
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1647
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),68
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),172
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),549
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),571
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),286
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1616
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),53
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),188
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),532
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),589
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),255
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1552
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),97
